0,0,0
0.123448338,0.013226992,0.074283431
-0.385557453,-0.034764136,-0.268998325
-0.821984361,-0.23815118,-0.664827237
2.025306747,-0.152600449,1.391864745
3.008825211,1.218948799,2.852341388
-3.35069577,1.75182209,-1.763451259
-6.483463193,-1.624631125,-5.974240565
-0.411298744,-4.279847232,-2.536638347
5.827427527,-2.62565635,3.632166601
6.343597349,1.584571575,6.651536676
2.398424624,6.467766942,5.499580579
-2.306609539,6.829803838,0.868666927
-5.29093479,2.429004383,-4.655921287
-5.715034494,-3.754835045,-7.840193125
-3.587250796,-9.595159663,-7.321346704
-0.5253205,-10.70010882,-3.682624105
3.708169101,-4.263210334,1.996672076
5.325726315,5.73354076,6.830336063
3.580015837,10.74237742,8.759294448
4.309687583,8.466700323,9.134254964
4.307492981,1.672852428,5.401371507
-0.634148102,-2.66208139,-3.175673776
-6.228854626,-2.491875442,-9.222020907
-6.715018606,0.809213823,-8.326133676
-7.359541045,3.817703635,-6.667162092
-7.273228452,0.096406805,-7.076125447
0.223281719,-6.500803026,-1.591902577
8.541650475,-9.851255328,7.157285581
11.56591188,-8.190905483,10.54704661
7.838786779,-3.885144524,8.175824546
0.834882453,0.975655849,2.631266553
-5.197612178,4.919963658,-2.792112663
-8.201145143,7.393665815,-6.211453875
-6.830991939,8.017639699,-5.808928052
-1.841901255,7.375419426,-2.329740568
2.602320953,5.459960149,1.913695107
5.787190715,3.372036165,5.441411655
7.046257538,3.923011987,6.986087391
5.348426136,3.246072437,5.966300886
1.536077193,-1.129933051,1.613659347
-2.347669139,-8.971698818,-2.409031538
-3.771453336,-17.46867991,-5.755420376
-6.776976318,-20.77809667,-11.18785177
-9.722691897,-15.57529108,-13.68694259
-8.352352875,-4.440809581,-9.46022435
-7.925961676,6.606739637,-5.433789675
-4.602265034,11.05531053,-0.552271101
9.197056913,11.86990332,10.99138237
19.11547346,12.4473231,20.62610553
20.59579657,13.08034364,22.372706
14.0238855,12.83753681,15.49825308
1.889661157,9.043602537,4.602344168
-8.06378001,4.47250607,-6.245673715
-13.09089586,-1.527645998,-13.42906099
-12.86223705,-7.387769306,-15.06854603
-10.73163422,-11.56873554,-13.09269287
-4.869616554,-12.70215624,-7.727519763
3.440917961,-10.70825782,-2.24990161
6.820909204,-9.47603094,1.708355893
-0.517280878,-9.116023452,1.986594337
-2.286475003,-5.04372203,1.757840566
0.238400699,0.234339409,0.709878341
-0.813111686,1.875147268,-0.576598019
1.294261976,-0.109697637,0.395336088
3.005688883,-3.299138663,0.534765237
0.534253341,-1.410189984,-1.670310828
-1.307921597,6.228678838,0.109319838
0.962544438,17.30536673,7.053417953
-1.106412811,26.00731667,8.004757749
-0.220092785,24.13388554,7.114771813
11.05237015,14.14737835,11.81152765
18.33509861,4.624524326,15.69011291
16.53071544,-0.649756987,12.5449877
5.488441284,-4.778666165,1.21211339
-9.661484921,-12.67697785,-13.59035961
-20.10054167,-22.34135103,-25.05653837
-25.23210946,-29.40873394,-29.79535376
-21.55123253,-30.15976588,-25.67275991
